kic,TCE_ID,tic,disposition,not_transit,pn,n_plan,period,depth
10195926,010195926-03,158271090,FP,1,3,8,5.684629757000001,9.789489942000001
10195926,010195926-04,158271090,FP,1,4,8,325.1145188,159.44018540000002
10195926,010195926-05,158271090,FP,1,5,8,1.42100174,10.49722784
10195926,010195926-06,158271090,FP,1,6,8,554.2415999,285.586452
10195926,010195926-07,158271090,FP,1,7,8,66.88287582,119.6637926
10195926,010195926-08,158271090,FP,1,8,8,28.70490078,51.09590341
10196863,010196863-01,158322489,FP,1,1,3,1.603229043,7.772292287000001
10196863,010196863-02,158322489,FP,1,2,3,20.81782039,237.32566580000002
10196863,010196863-03,158322489,FP,1,3,3,10.55569337,204.45670790000003
10197260,010197260-01,158394590,FP,1,1,6,343.8218917,975.1136877
10197260,010197260-02,158394590,FP,1,2,6,530.1390397,1608.132838
10197260,010197260-03,158394590,FP,1,3,6,366.7528055,231.4039431
10197260,010197260-04,158394590,FP,1,4,6,489.17942639999995,179.3358816
10197260,010197260-05,158394590,FP,1,5,6,381.328416,1051.580333
10197260,010197260-06,158394590,FP,1,6,6,244.68724590000002,277.41247450000003
10198662,010198662-01,158561428,FP,1,1,2,5.1639496,63.46809142
10198662,010198662-02,158561428,FP,1,2,2,5.163343708,93.41751587
10198937,010198937-01,158624652,FP,1,1,1,237.2383511,95.32849168
10199055,010199055-01,158624664,FP,1,1,2,1.634539838,25.87052401
10199055,010199055-02,158624664,FP,1,2,2,197.6368496,447.4328988
10199218,010199218-02,158661717,FP,1,2,8,555.2555989,1167.8793640000001
10199218,010199218-03,158661717,FP,1,3,8,568.1489713999999,1761.5219140000002
10199218,010199218-04,158661717,FP,1,4,8,251.9491074,44.48073971
10199218,010199218-05,158661717,FP,1,5,8,188.5255624,20.42615197
10199218,010199218-06,158661717,FP,1,6,8,185.9094945,262.11160290000004
10199218,010199218-07,158661717,FP,1,7,8,333.598614,248.8002648
10199218,010199218-08,158661717,FP,1,8,8,367.1706396,261.0029531
10199817,010199817-01,158731108,FP,1,1,1,392.9428785,127.83836409999998
10201143,010201143-01,158983645,FP,1,1,1,10.34538272,33.76808017
10202759,010202759-01,159174236,FP,0,1,1,0.872946297,100.7537778
10202859,010202859-01,159174297,FP,1,1,1,4.588737753999999,13.70054806
10206643,010206643-01,159725892,FP,1,1,2,2.267187457,273.6808826
10206643,010206643-02,159725892,FP,1,2,2,0.7557196398,292.5589805
10208303,010208303-01,63071280,FP,1,1,1,8.088581063,46.40776365
10208345,010208345-01,63130952,FP,1,1,1,0.5886821347,47.47203257
10213987,010213987-01,270959310,FP,1,1,1,566.7435117,824.8111447000001
10214328,010214328-01,271039719,FP,1,1,1,659.397172,170.4346989
10215038,010215038-01,271167010,FP,1,1,3,0.7113708070999999,8.695356185
10215038,010215038-02,271167010,FP,1,2,3,53.21900392,101.1642645
10215038,010215038-03,271167010,FP,1,3,3,202.7799419,221.4049398
10216016,010216016-01,271356171,FP,1,1,1,0.5368990322999999,6.232474412
10220707,010220707-01,272597266,FP,1,1,3,0.9127954456,56.77562965
10220707,010220707-02,272597266,FP,1,2,3,2.858306665,182.2589629
10220707,010220707-03,272597266,FP,1,3,3,5.719016578,184.74687340000003
10220756,010220756-01,272597243,FP,1,1,5,285.1369309,641.2479831
10220756,010220756-02,272597243,FP,1,2,5,310.98107519999996,705.9215144
10220756,010220756-03,272597243,FP,1,3,5,307.8221477,707.961892
10220756,010220756-04,272597243,FP,1,4,5,198.4614281,420.574657
10220756,010220756-05,272597243,FP,1,5,5,222.208933,476.23666069999996
10221153,010221153-01,272600303,FP,1,1,1,181.36025769999998,577.6278724
10221886,010221886-01,272839847,FP,1,1,1,8.315384207000001,212.9154193
10222702,010222702-01,272842945,FP,1,1,1,1.3121305159999999,0.001000342576
10224550,010224550-01,273377637,FP,1,1,2,0.7178264987999999,15.666908
10224550,010224550-02,273377637,FP,1,2,2,315.1247434,220.1380059
10224920,010224920-01,273377699,FP,1,1,3,0.5735083596,497.79876950000005
10224920,010224920-02,273377699,FP,1,2,3,0.5735027105,544.9741812999999
10224920,010224920-03,273377699,FP,1,3,3,0.5735011446,573.7723239000001
10226083,010226083-01,273682848,FP,1,1,1,0.940982723,30.27116322
10228942,010228942-01,268381905,FP,0,1,2,21.0254453,115284.1119
10228942,010228942-02,268381905,FP,1,2,2,21.02419983,347.6302483
10228991,010228991-01,268381871,FP,1,1,1,0.6997585734999999,11.43270135
10229903,010229903-01,268385482,FP,1,1,1,0.9397515395999999,4.647081668
10231017,010231017-01,268707603,FP,1,1,1,1.324222532,19.51397821
10231863,010231863-01,269029629,FP,1,1,1,489.6188347,2717.993279
10232091,010232091-01,269029710,FP,1,1,1,0.6757534806000001,2.437029656
10232123,010232123-01,269029623,PC,0,1,2,1.3437564519999998,4557.309603
10232123,010232123-02,269029623,FP,1,2,2,1.34375386,153.5040308
10232693,010232693-01,269357593,FP,0,1,1,0.9905235015,78.89697526
10252131,010252131-01,123129316,FP,1,1,4,320.393024,92.64905767
10252131,010252131-02,123129316,FP,1,2,4,248.11798670000002,100.1214698
10252131,010252131-03,123129316,FP,1,3,4,311.90707349999997,287.90405939999994
10252131,010252131-04,123129316,FP,1,4,4,453.86815830000006,196.6531776
10253638,010253638-01,123359049,FP,1,1,1,7.454031597,31.61140163
10253943,010253943-01,123413993,FP,1,1,3,2.7273000730000003,38.04598215
10253943,010253943-02,123413993,FP,1,2,3,74.48952382,4120.547505
10253943,010253943-03,123413993,FP,1,3,3,460.92640199999994,1251.235784
10255680,010255680-01,164406989,FP,1,1,1,623.4772662,167.5795414
10258260,010258260-01,164722818,FP,1,1,1,1.1703532140000001,16.78732472
10259462,010259462-01,164833828,FP,1,1,1,293.6476279,230.2097465
10263800,010263800-01,158413086,FP,1,1,5,2.312845897,6.963883551
10263800,010263800-03,158413086,FP,1,3,5,20.38216227,55.43166741
10263800,010263800-04,158413086,FP,1,4,5,25.13788831,77.05001621
10263800,010263800-05,158413086,FP,1,5,5,6.2689943370000005,12.51075218
10264660,010264660-01,158561566,PC,0,1,1,6.790120302,2237.3117469999997
10264728,010264728-01,158561573,FP,1,1,5,0.5673102103000001,249.39902740000002
10264728,010264728-02,158561573,FP,1,2,5,112.563603,4196.569167000001
10264728,010264728-03,158561573,FP,1,3,5,66.45527202,3422.055512
10264728,010264728-04,158561573,FP,1,4,5,61.91288381,2719.6339789999997
10264728,010264728-05,158561573,FP,1,5,5,68.10101807,38.08759076
10265524,010265524-01,158661874,FP,1,1,1,1.339386696,66.69612859
10266860,010266860-01,158838921,FP,0,1,1,2.178129454,25.86321998
10268714,010268714-01,159172557,FP,1,1,1,452.6158083000001,182.7875456
10269598,010269598-01,159226291,FP,1,1,3,1.3805718390000001,9.07401483
10269598,010269598-02,159226291,FP,1,2,3,119.8113472,167.1595059
10269598,010269598-03,159226291,FP,1,3,3,231.86199539999998,180.0388429
10272747,010272747-01,159725948,FP,1,1,4,4.261915467,26.19765706
10272747,010272747-02,159725948,FP,1,2,4,4.261800775,25.53821193
10272747,010272747-03,159725948,FP,1,3,4,127.2939185,193.67567419999997
10272747,010272747-04,159725948,FP,1,4,4,12.78556324,167.844456
10273384,010273384-01,62916842,FP,1,1,3,609.1399744,5081.254956000001
10273384,010273384-02,62916842,FP,1,2,3,0.7935358568,141.60331609999997
10273384,010273384-03,62916842,FP,1,3,3,0.5284215078,153.8276219
10274200,010274200-01,63071044,FP,1,1,1,362.9224137,315.6340249
10274244,010274244-01,63071165,FP,0,1,1,13.68371467,122221.0291
10274413,010274413-01,63071090,FP,1,1,1,471.727505,146.5614608
10275409,010275409-01,63291076,FP,1,1,2,373.8788296,444.00292419999994
10275409,010275409-02,63291076,FP,1,2,2,414.4017905,503.85625719999996
10275880,010275880-01,63292591,FP,0,1,2,9.726732619,7271.620022
10275880,010275880-02,63292591,FP,1,2,2,9.726814959,949.013528
10275887,010275887-01,63292596,FP,0,1,4,9.726937371,386763.4308
10275887,010275887-02,63292596,FP,1,2,4,9.726759656,59221.829320000004
10275887,010275887-03,63292596,FP,1,3,4,9.726602451,10297.74388
10275887,010275887-04,63292596,FP,1,4,4,9.726876662999999,166.1115252
10279745,010279745-01,270852902,FP,1,1,2,0.6039007633,47.65726254
10279745,010279745-02,270852902,FP,1,2,2,0.6039048882,40.3411916
10281360,010281360-01,271167267,FP,1,1,1,0.6481665758,33.5166524
10281639,010281639-01,271252644,FP,1,1,2,0.9333350278,139.247907
10281639,010281639-02,271252644,FP,1,2,2,0.9332742740000001,159.7253324
10281890,010281890-01,271356199,FP,1,1,5,11.94368946,5.75189347
10281890,010281890-02,271356199,FP,1,2,5,11.94157402,5.758619878999999
10281890,010281890-03,271356199,FP,1,3,5,11.94258248,39.04712154
10281890,010281890-04,271356199,FP,1,4,5,11.94283545,7.654107346
10281890,010281890-05,271356199,FP,1,5,5,11.94258248,100.75355909999999
10285631,010285631-01,272279290,PC,0,1,2,18.68403526,384.57549710000006
10285631,010285631-02,272279290,PC,0,2,2,10.522904800000001,116.57324960000001
10288443,010288443-01,272842532,FP,1,1,2,1.7294359680000002,16.6150621
10288443,010288443-02,272842532,FP,1,2,2,1.729771641,25.82252166
10289119,010289119-01,273046164,PC,0,1,1,16.10467012,125.56222009999999
10289211,010289211-01,273046193,FP,1,1,2,0.5061207912,190.6890994
10289211,010289211-02,273046193,FP,1,2,2,0.551866219,188.4531461
10290666,010290666-01,273377282,PC,0,1,2,5.458495757000001,247.21226069999997
10290666,010290666-02,273377282,PC,0,2,2,6.866769302000001,41.66706312
10294608,010294608-01,268058008,FP,0,1,2,1.854495264,437233.9428
10294608,010294608-02,268058008,FP,1,2,2,5.563480827999999,26696.46886
10295951,010295951-01,268704157,PC,0,1,3,6.810824607000001,13965.400619999999
10295951,010295951-02,268704157,FP,1,2,3,6.810796834,303.7715233
10295951,010295951-03,268704157,FP,1,3,3,6.811387016,63.49235713
10296163,010296163-01,268704097,FP,0,1,3,9.296760788,217153.3676
10296163,010296163-02,268704097,FP,1,2,3,9.296713937,23524.481969999997
10296163,010296163-03,268704097,FP,1,3,3,216.8273163,9183.380443
10297233,010297233-01,269024616,FP,1,1,1,0.6139194407999999,12.84220957
10318874,010318874-01,123309556,PC,0,1,1,2.508062451,1476.2001779999998
10319385,010319385-01,123358090,PC,0,1,1,0.6892001475,71.16117623
10320656,010320656-01,123446708,FP,1,1,1,416.5282855,280.03931339999997
10321305,010321305-01,164406896,FP,1,1,8,4.0220949169999995,15.55969864
10321305,010321305-02,164406896,FP,1,2,8,334.7980985,114.209088
10321305,010321305-03,164406896,FP,1,3,8,138.3669229,143.3918512
10321305,010321305-05,164406896,FP,1,5,8,70.53811197,108.75757709999999
10321305,010321305-06,164406896,FP,1,6,8,353.9811342,160.1380885
10321305,010321305-07,164406896,FP,1,7,8,163.6549415,164.36563569999998
10321305,010321305-08,164406896,FP,1,8,8,140.06454730000002,121.5254587
10322473,010322473-01,164525382,FP,1,1,2,1.2278805990000001,0.007099373815999999
10322473,010322473-02,164525382,FP,1,2,2,10.76801449,196.8277732
10322797,010322797-01,164556927,FP,0,1,1,1.2136698959999999,17.80438564
10324412,010324412-01,164723837,FP,1,1,1,0.8657580611,4.037524509
10328476,010328476-01,158322668,FP,1,1,6,3.1731243030000003,28.01971548
10328476,010328476-02,158322668,FP,1,2,6,3.1719687289999996,3.231152719e-07
10328476,010328476-03,158322668,FP,1,3,6,104.87344170000001,514.2375595999999
10328476,010328476-05,158322668,FP,1,5,6,216.1018133,392.7919045
10328476,010328476-06,158322668,FP,1,6,6,0.5288265252000001,37.614689500000004
10329835,010329835-01,158489841,PC,0,1,1,1.523719309,331.4658
10330818,010330818-01,158662019,FP,1,1,4,539.5829044,601.1898987000001
10330818,010330818-02,158662019,FP,1,2,4,390.74022389999993,611.1927653
10330818,010330818-03,158662019,FP,1,3,4,338.1750071000001,638.9120437000001
10330818,010330818-04,158662019,FP,1,4,4,685.6011892000001,626.0836074
10332320,010332320-01,158840182,FP,1,1,1,1.0856165690000001,16.5787818
10332732,010332732-01,158983853,FP,1,1,2,476.0853805,640.4587775
10332732,010332732-02,158983853,FP,1,2,2,4.646442087,0.00536376419
10332883,010332883-01,158983792,PC,0,1,1,1.151169285,487.7082147
10333254,010333254-01,158985205,FP,1,1,9,6.722893073,87.89037702
10333254,010333254-02,158985205,FP,1,2,9,6.724655181,57.02788019
10333254,010333254-03,158985205,FP,1,3,9,372.8279102,307.0826057
10333254,010333254-04,158985205,FP,1,4,9,186.7787989,182.71992969999997
10333254,010333254-05,158985205,FP,1,5,9,169.26855940000002,188.0570176
10333254,010333254-06,158985205,FP,1,6,9,209.83522680000002,175.98208019999998
10333254,010333254-07,158985205,FP,1,7,9,22.39742101,85.30778798
10333254,010333254-08,158985205,FP,1,8,9,141.3788044,127.9068094
10333254,010333254-09,158985205,FP,1,9,9,363.74174320000003,271.33360239999996
10334122,010334122-01,159172624,FP,1,1,1,37.94852434,625.9103031000001
10337258,010337258-01,159642269,PC,0,1,2,13.28537217,371.3871082
10337258,010337258-02,159642269,FP,1,2,2,379.4306338,317.4471702
10337323,010337323-01,159642316,FP,1,1,4,3.4326855860000003,19.79853118
10337323,010337323-02,159642316,FP,1,2,4,282.7549647,169.6128355
10337323,010337323-03,159642316,FP,1,3,4,148.8076829,174.33655900000002
10337323,010337323-04,159642316,FP,1,4,4,1.715739893,16.182849800000003
10338279,010338279-01,159726150,FP,0,1,2,5.660287381,389.6854489
10338279,010338279-02,159726150,FP,1,2,2,5.660218785,141.7199975
10338624,010338624-01,159727617,FP,1,1,1,1.2618145090000001,5.656936566000001
10339729,010339729-01,63070960,FP,1,1,1,185.00871709999998,109.78227890000001
10341072,010341072-01,63291100,FP,1,1,10,1.659797215,14.28956316
10341072,010341072-02,63291100,FP,1,2,10,55.92139826,132.129929
10341072,010341072-03,63291100,FP,1,3,10,171.1303845,266.3753503
10341072,010341072-04,63291100,FP,1,4,10,142.4686142,296.6832855
10341072,010341072-05,63291100,FP,1,5,10,68.29682774,219.4076858
10341072,010341072-07,63291100,FP,1,7,10,161.6090846,343.27949889999996
10341072,010341072-08,63291100,FP,1,8,10,129.07265379999998,263.29099229999997
10341072,010341072-09,63291100,FP,1,9,10,290.8308281,392.99200360000003
10341072,010341072-10,63291100,FP,1,10,10,241.6702443,277.20464310000006
10341777,010341777-01,63292487,FP,0,1,2,0.9337252567000001,13.814218200000001
10341777,010341777-02,63292487,FP,1,2,2,249.1649461,202.1649448
10341831,010341831-01,63454487,FP,0,1,2,0.9337185778,93.08630334
10341878,010341878-01,63454430,FP,0,1,3,0.9336754762999999,14.27935126
10341878,010341878-02,63454430,FP,1,2,3,3.5003977369999997,51.66744404
10341878,010341878-03,63454430,FP,1,3,3,310.9894505,157.66242350000002
10341913,010341913-01,63454451,FP,1,1,1,0.9336973218000001,10.87107187
10346424,010346424-01,271039484,FP,1,1,1,0.6800559536,99.62781284
10347101,010347101-01,271252457,FP,1,1,1,8.519737159,19.18432056
10350571,010350571-01,272078218,PC,0,1,3,17.15700607,110.6852679
10350571,010350571-02,272078218,PC,0,2,3,31.59242269,141.7705779
10350571,010350571-03,272078218,FP,1,3,3,93.88310893,178.5488283
10350769,010350769-01,272078133,FP,1,1,2,0.6497912084,34.35875359
10350769,010350769-02,272078133,FP,1,2,2,0.6498115803,47.24643755
10352333,010352333-01,272597853,PC,0,1,1,1.570611561,153.0576499
10353924,010353924-01,272842256,FP,1,1,10,1.6256165880000002,13.65212971
10353924,010353924-02,272842256,FP,1,2,10,114.4851247,222.0570941
10353924,010353924-03,272842256,FP,1,3,10,533.3133343000001,231.53492569999997
10353924,010353924-04,272842256,FP,1,4,10,115.14780800000001,220.66297769999997
10353924,010353924-05,272842256,FP,1,5,10,458.38164759999995,260.14904900000005
10353924,010353924-06,272842256,FP,1,6,10,44.15166776,82.48460823
10353924,010353924-07,272842256,FP,1,7,10,103.6736792,203.03972019999998
10353924,010353924-08,272842256,FP,1,8,10,44.13784903,132.4836134
10353924,010353924-09,272842256,FP,1,9,10,528.4562361000001,156.46789819999998
10353924,010353924-10,272842256,FP,1,10,10,32.3583976,147.3070335
10354184,010354184-02,272842286,FP,1,2,2,443.150391,184.2854216
10354997,010354997-01,273129096,FP,1,1,1,359.53743039999995,96.29714874
10355055,010355055-01,273129116,FP,1,1,2,286.3428952,414.5096825
10355055,010355055-02,273129116,FP,1,2,2,0.815713259,33.53984465
10355809,010355809-01,273374789,FP,1,1,7,526.9880926,1174.817487
10355809,010355809-02,273374789,FP,1,2,7,289.9046245,1434.746666
10355809,010355809-04,273374789,FP,1,4,7,297.9414687,1169.583998
10355809,010355809-05,273374789,FP,1,5,7,415.3442278,2218.628468
10355809,010355809-06,273374789,FP,1,6,7,460.511846,1586.968505
10355809,010355809-07,273374789,FP,1,7,7,301.6742686,295.0656309
10362031,010362031-01,268706881,FP,0,1,1,3.2137076,53.24324886
10362577,010362577-01,269025661,FP,1,1,1,0.5048532241,74.20591302
10363074,010363074-01,269025142,FP,1,1,2,340.89453419999995,1125.0349099999999
10363074,010363074-02,269025142,FP,1,2,2,5.18509002,242.88931839999998
10363115,010363115-01,269029175,PC,0,1,1,59.36246836,223.26688330000002
10383429,010383429-01,123130068,FP,1,1,2,0.619618154,18.66829026
10383429,010383429-02,123130068,FP,1,2,2,2.027848749,21.66161692
10383687,010383687-01,123205887,FP,0,1,1,8.487894296,128.5609093
10384298,010384298-01,123310203,PC,0,1,2,3.43864064,42.54351888
10384298,010384298-02,123310203,FP,1,2,2,429.0554249,236.59569330000002
10385459,010385459-01,351898514,FP,1,1,3,98.66088868,298.0663776
10385459,010385459-02,351898514,FP,1,2,3,635.4297263999999,4.080745396
10385459,010385459-03,351898514,FP,1,3,3,631.7000569,556.7321343
10385708,010385708-01,123446004,FP,1,1,5,500.7486983,241.17004210000002
10385708,010385708-02,123446004,FP,1,2,5,372.8560387,233.5806185
10385708,010385708-03,123446004,FP,1,3,5,384.43327469999997,341.882464
10385708,010385708-04,123446004,FP,1,4,5,345.8044438,174.84185480000002
10385708,010385708-05,123446004,FP,1,5,5,411.72261160000005,109.14567439999999
10386922,010386922-01,164456037,PC,0,1,2,296.6374978,2769.4207760000004
10386922,010386922-02,164456037,PC,0,2,2,26.62945105,490.4606461
10387742,010387742-01,164525250,PC,0,1,2,3.032638373,40.63948546
10387742,010387742-02,164525250,FP,1,2,2,251.7533914,152.076091
10388286,010388286-01,164557035,PC,0,1,1,1.682692945,644.3749204
10389280,010389280-01,164723024,FP,1,1,1,375.4648074,32.47047663
10394332,010394332-01,158394974,FP,1,1,3,473.40471809999997,1521.916876
10394332,010394332-02,158394974,FP,1,2,3,453.0065317,2316.848444
10394332,010394332-03,158394974,FP,1,3,3,1.251142559,433.8977206
10395312,010395312-01,158489724,FP,1,1,10,0.7349686904,68.73552202
10395312,010395312-02,158489724,FP,1,2,10,43.33821947,1756.7398879999998
10395312,010395312-03,158489724,FP,1,3,10,22.61791297,0.04310938777
10395312,010395312-04,158489724,FP,1,4,10,21.83052934,332.54373439999995
10395312,010395312-05,158489724,FP,1,5,10,62.13488168,0.1169464582
10395312,010395312-07,158489724,FP,1,7,10,29.85658192,2220.275492
10395312,010395312-08,158489724,FP,1,8,10,39.70002855,1333.281517
10395312,010395312-09,158489724,FP,1,9,10,26.49786771,3844.6789700000004
10395312,010395312-10,158489724,FP,1,10,10,38.97566533,5375.755919
10395363,010395363-01,158489800,FP,1,1,1,373.4107098,60.58442422
10395652,010395652-01,158561770,FP,1,1,3,1.950797286,5.238405117
10395652,010395652-02,158561770,FP,1,2,3,91.59990101,35.83670273
10395652,010395652-03,158561770,FP,1,3,3,118.4286834,74.78543309999999
10396960,010396960-01,158731429,FP,1,1,1,332.530681,95.10341519
10398088,010398088-01,158983931,FP,1,1,4,611.5922701000001,239.28896890000001
10398088,010398088-02,158983931,FP,1,2,4,5.611509042000001,33.35229461
10398088,010398088-03,158983931,FP,1,3,4,5.611414547000001,0.00044415850800000003
10398088,010398088-04,158983931,FP,1,4,4,5.611920734,0.027843504269999996
10398659,010398659-01,159051954,FP,1,1,3,3.4118966,99.08109294
10398659,010398659-02,159051954,FP,1,2,3,296.6344264,2210.722376
10398659,010398659-03,159051954,FP,1,3,3,384.30295,1279.772307
10399321,010399321-01,159052932,FP,0,1,1,21.58193513,44.99430143
10403228,010403228-01,159643660,FP,1,1,3,128.6684197,3193.828682
10403228,010403228-02,159643660,FP,1,2,3,119.8044558,2540.858568
10403228,010403228-03,159643660,PC,0,3,3,67.17592057,1541.827466
10403889,010403889-01,159727435,FP,1,1,1,514.5081023,302.3043488
10405019,010405019-01,63070824,FP,1,1,2,4.269340484,46.9785234
10405019,010405019-02,63070824,FP,1,2,2,2.426874874,51.92260476
10407020,010407020-01,63454512,FP,0,1,1,0.9336946679000001,27.3571334
10407086,010407086-01,63454618,FP,0,1,1,0.9336770070999999,15.95206783
10407191,010407191-01,63454505,PC,0,1,1,0.9342069748999999,22011.694059999998
10407210,010407210-01,63454575,FP,0,1,3,0.9336790331,8.115106752
10407210,010407210-02,63454575,FP,1,2,3,258.47861639999996,124.3872804
10407210,010407210-03,63454575,FP,1,3,3,304.4372524,152.56487919999998
10407464,010407464-01,240177337,FP,0,1,2,0.9336916607,10.02560259
10407464,010407464-02,240177337,FP,1,2,2,95.80418554,85.61398978
10411796,010411796-01,271167638,FP,1,1,1,0.7370970026000001,8.283812621000001
10412044,010412044-01,271252205,FP,1,1,6,217.4103591,2536.298775
10412044,010412044-02,271252205,FP,1,2,6,266.794685,2321.3675120000003
10412044,010412044-03,271252205,FP,1,3,6,135.9362916,1625.746889
10412044,010412044-04,271252205,FP,1,4,6,347.0926706,3168.126627
10412044,010412044-05,271252205,FP,1,5,6,196.3259086,2079.463169
10412044,010412044-06,271252205,FP,1,6,6,3.328827025,1333.029563
10414727,010414727-01,271878008,FP,1,1,10,2.476165989,9.307442695e-05
10414727,010414727-02,271878008,FP,1,2,10,53.70075421,333.75176160000007
10414727,010414727-03,271878008,FP,1,3,10,36.99279397,194.03974409999998
10414727,010414727-04,271878008,FP,1,4,10,30.78549546,222.2967042
10414727,010414727-05,271878008,FP,1,5,10,96.19221959,303.6043757
10414727,010414727-06,271878008,FP,1,6,10,63.34807527,228.3388966
10414727,010414727-07,271878008,FP,1,7,10,26.22301013,201.9628396
10414727,010414727-08,271878008,FP,1,8,10,15.72160434,24.34342832
10414727,010414727-09,271878008,FP,1,9,10,35.62267485,216.8537974
10414727,010414727-10,271878008,FP,1,10,10,22.761953100000003,446.53677239999996
10415087,010415087-01,271878019,FP,1,1,2,0.6231829125,317.64792610000006
10415087,010415087-02,271878019,FP,1,2,2,0.6831722028,182.969866
10416779,010416779-01,272281445,FP,1,1,5,0.7632879404999999,37.87169295
10416779,010416779-02,272281445,FP,1,2,5,0.7633054328,47.4684714
10416779,010416779-03,272281445,FP,1,3,5,291.4321835,617.1782736
10416779,010416779-04,272281445,FP,1,4,5,70.38644863,555.7385928
10416779,010416779-05,272281445,FP,1,5,5,2.692681414,130.33537890000002
10421688,010421688-01,273376782,FP,1,1,1,1.295432329,21.16744563
10424228,010424228-01,274200278,FP,1,1,2,0.8927141672,116.8976895
10424228,010424228-02,274200278,FP,1,2,2,1.289140288,90.63823647
10424977,010424977-01,268057593,FP,1,1,1,1.042144371,37.40938473
10427700,010427700-01,269026108,FP,1,1,2,0.6163896692,57.24877822
10427700,010427700-02,269026108,FP,1,2,2,0.6163870573,53.39172064
10427996,010427996-01,269026204,FP,1,1,3,374.0871932,587.7218257999999
10427996,010427996-02,269026204,FP,1,2,3,228.4973772,1460.093204
10427996,010427996-03,269026204,FP,1,3,3,540.779769,167.4249938
10448377,010448377-01,123205973,FP,1,1,1,325.47632089999996,2592.6138149999997
10448764,010448764-01,123206402,FP,1,1,3,3.48890697,628.7935232000001
10448764,010448764-02,123206402,FP,1,2,3,3.4890873289999997,704.5871135
10448764,010448764-03,123206402,FP,1,3,3,1.74458899,544.1857166
10449486,010449486-01,123358251,FP,1,1,1,0.6651178879,0.000562952846
10450536,010450536-01,123446023,FP,1,1,7,380.4355106,14628.495969999998
10450536,010450536-02,123446023,FP,1,2,7,371.77500180000004,3397.339079
10450536,010450536-05,123446023,FP,1,5,7,386.4326755,2786.258132
10450536,010450536-06,123446023,FP,1,6,7,353.7790088,2989.13086
10450536,010450536-07,123446023,FP,1,7,7,365.38731129999996,2478.104284
10450889,010450889-01,123446528,FP,1,1,1,551.5181089,2220.6118460000002
10451090,010451090-01,123494120,FP,1,1,1,1.159569917,12.85260087
10451317,010451317-01,123494633,FP,1,1,2,559.0623767000001,1397.512518
10451317,010451317-02,123494633,FP,1,2,2,574.1748892999999,528.5940475
10452252,010452252-01,164456518,FP,1,1,7,384.9263847,856.5278607999999
10452252,010452252-02,164456518,FP,1,2,7,450.25544510000003,1057.755649
10452252,010452252-03,164456518,FP,1,3,7,184.1674845,311.4572457
10452252,010452252-04,164456518,FP,1,4,7,255.1832565,711.9243972999999
10452252,010452252-05,164456518,FP,1,5,7,289.9049236,671.189032
10452252,010452252-06,164456518,FP,1,6,7,174.4068916,706.4379622
10452252,010452252-07,164456518,PC,0,7,7,34.57397011,1097.437326
10453588,010453588-01,164557694,PC,0,1,1,68.88584309,142.2938789
10454632,010454632-01,164723619,PC,0,1,1,20.16033519,323.3507322
10461045,010461045-01,158561958,FP,1,1,1,385.9385093,202.7851862
10462462,010462462-01,158785433,FP,0,1,1,0.8558156269,21409.64115
10462980,010462980-01,158839281,FP,1,1,2,0.7732233682999999,47.76219309
10462980,010462980-02,158839281,FP,1,2,2,0.5429633184,175.11155449999998
10464666,010464666-01,159052833,FP,0,1,2,131.7362821,58107.22894
10464666,010464666-02,159052833,FP,1,2,2,131.7364758,804.4818318
10467815,010467815-01,159516449,FP,1,1,5,402.55847,126.9727871
10467815,010467815-02,159516449,PC,0,2,5,371.23048639999996,138.58755280000003
10467815,010467815-03,159516449,FP,1,3,5,368.9092318,145.92294950000002
10467815,010467815-04,159516449,FP,1,4,5,350.08642569999995,125.2841219
10468794,010468794-01,159643566,FP,1,1,2,447.33718880000004,158.47619369999998
10468794,010468794-02,159643566,FP,1,2,2,419.06962089999996,76.32488596
10469984,010469984-01,62916522,FP,1,1,1,5.627361865,599.9400221
10470294,010470294-01,63070019,FP,1,1,7,0.7480172337000001,5.460048738999999
10470294,010470294-02,63070019,FP,1,2,7,0.7343973246,4.770462635
10470294,010470294-03,63070019,FP,1,3,7,20.86789022,886.1585813999999
10470294,010470294-04,63070019,FP,1,4,7,14.64271902,693.8837627
10470294,010470294-05,63070019,FP,1,5,7,36.62035885,784.3692294
10470294,010470294-06,63070019,FP,1,6,7,27.83654536,564.4719625
10470294,010470294-07,63070019,FP,1,7,7,40.39403769,402.44266160000006
10470309,010470309-01,63070018,FP,1,1,4,0.7411540718999999,5.2252570810000005
10470309,010470309-03,63070018,FP,1,3,4,74.80419713,92.23661542
10470309,010470309-04,63070018,FP,1,4,4,102.5924213,167.16695969999998
10470616,010470616-01,63070650,FP,0,1,1,4.157138143,72.78390605
10471515,010471515-01,63204326,PC,0,1,1,3.784828665,32.40212658
10471914,010471914-01,63291372,FP,1,1,3,0.5364660187,169.7312424
10471914,010471914-02,63291372,FP,1,2,3,0.5364548153,96.02430112
10471914,010471914-03,63291372,FP,1,3,3,2.263726174,309.0173811
10471960,010471960-01,63291368,FP,1,1,7,547.4642233,2769.021508
10471960,010471960-02,63291368,FP,1,2,7,350.76540869999997,2664.977539
10471960,010471960-03,63291368,FP,1,3,7,306.8485577,2035.503373
10471960,010471960-04,63291368,FP,1,4,7,549.3151323,1856.232389
10471960,010471960-05,63291368,FP,1,5,7,406.7413898,1663.8729640000001
